time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
1659074400,NaN,NaN,NaN,NaN,NaN,NaN
1659078000,NaN,NaN,NaN,NaN,NaN,NaN
1659081600,NaN,NaN,NaN,NaN,NaN,NaN
1659085200,NaN,NaN,NaN,NaN,NaN,NaN
1659088800,NaN,NaN,NaN,NaN,NaN,NaN
1659092400,NaN,NaN,NaN,NaN,NaN,NaN
1659096000,NaN,NaN,NaN,NaN,NaN,NaN
1659099600,NaN,NaN,NaN,NaN,NaN,NaN
1659103200,NaN,NaN,NaN,NaN,NaN,NaN
1659106800,NaN,NaN,NaN,NaN,NaN,NaN
1659110400,NaN,NaN,NaN,NaN,NaN,NaN
1659114000,NaN,NaN,NaN,NaN,NaN,NaN
1659117600,NaN,NaN,NaN,NaN,NaN,NaN
1659121200,NaN,NaN,NaN,NaN,NaN,NaN
1659124800,NaN,NaN,NaN,NaN,NaN,NaN
1659128400,NaN,NaN,NaN,NaN,NaN,NaN
1659132000,NaN,NaN,NaN,NaN,NaN,NaN
1659135600,NaN,NaN,NaN,NaN,NaN,NaN
1659139200,NaN,NaN,NaN,NaN,NaN,NaN
1659142800,NaN,NaN,NaN,NaN,NaN,NaN
1659146400,NaN,NaN,NaN,NaN,NaN,NaN
1659150000,NaN,NaN,NaN,NaN,NaN,NaN
1659153600,NaN,NaN,NaN,NaN,NaN,NaN
1659157200,NaN,NaN,NaN,NaN,NaN,NaN
1659160800,NaN,NaN,NaN,NaN,NaN,NaN
1659164400,NaN,NaN,NaN,NaN,NaN,NaN
1659168000,NaN,NaN,NaN,NaN,NaN,NaN
1659171600,NaN,NaN,NaN,NaN,NaN,NaN
1659175200,NaN,NaN,NaN,NaN,NaN,NaN
1659178800,NaN,NaN,NaN,NaN,NaN,NaN
1659182400,NaN,NaN,NaN,NaN,NaN,NaN
1659186000,NaN,NaN,NaN,NaN,NaN,NaN
1659189600,NaN,NaN,NaN,NaN,NaN,NaN
1659193200,NaN,NaN,NaN,NaN,NaN,NaN
1659196800,NaN,NaN,NaN,NaN,NaN,NaN
1659200400,NaN,NaN,NaN,NaN,NaN,NaN
1659204000,NaN,NaN,NaN,NaN,NaN,NaN
1659207600,NaN,NaN,NaN,NaN,NaN,NaN
1659211200,NaN,NaN,NaN,NaN,NaN,NaN
1659214800,NaN,NaN,NaN,NaN,NaN,NaN
1659218400,NaN,NaN,NaN,NaN,NaN,NaN
1659222000,NaN,NaN,NaN,NaN,NaN,NaN
1659225600,NaN,NaN,NaN,NaN,NaN,NaN
1659229200,NaN,NaN,NaN,NaN,NaN,NaN
1659232800,NaN,NaN,NaN,NaN,NaN,NaN
1659236400,NaN,NaN,NaN,NaN,NaN,NaN
1659240000,NaN,NaN,NaN,NaN,NaN,NaN
1659243600,NaN,NaN,NaN,NaN,NaN,NaN
1659247200,NaN,NaN,NaN,NaN,NaN,NaN
1659250800,NaN,NaN,NaN,NaN,NaN,NaN
1659254400,NaN,NaN,NaN,NaN,NaN,NaN
1659258000,NaN,NaN,NaN,NaN,NaN,NaN
1659261600,NaN,NaN,NaN,NaN,NaN,NaN
1659265200,NaN,NaN,NaN,NaN,NaN,NaN
1659268800,NaN,NaN,NaN,NaN,NaN,NaN
1659272400,NaN,NaN,NaN,NaN,NaN,NaN
1659276000,NaN,NaN,NaN,NaN,NaN,NaN
1659279600,NaN,NaN,NaN,NaN,NaN,NaN
1659283200,NaN,NaN,NaN,NaN,NaN,NaN
1659286800,NaN,NaN,NaN,NaN,NaN,NaN
1659290400,NaN,NaN,NaN,NaN,NaN,NaN
1659294000,NaN,NaN,NaN,NaN,NaN,NaN
1659297600,NaN,NaN,NaN,NaN,NaN,NaN
1659301200,NaN,NaN,NaN,NaN,NaN,NaN
1659304800,NaN,NaN,NaN,NaN,NaN,NaN
1659308400,NaN,NaN,NaN,NaN,NaN,NaN
1659312000,NaN,NaN,NaN,NaN,NaN,NaN
1659315600,NaN,NaN,NaN,NaN,NaN,NaN
1659319200,NaN,NaN,NaN,NaN,NaN,NaN
1659322800,NaN,NaN,NaN,NaN,NaN,NaN
1659326400,NaN,NaN,NaN,NaN,NaN,NaN
1659330000,NaN,NaN,NaN,NaN,NaN,NaN
1659333600,NaN,NaN,NaN,NaN,NaN,NaN
1659337200,NaN,NaN,NaN,NaN,NaN,NaN
1659340800,NaN,NaN,NaN,NaN,NaN,NaN
1659344400,NaN,NaN,NaN,NaN,NaN,NaN
1659348000,NaN,NaN,NaN,NaN,NaN,NaN
1659351600,NaN,NaN,NaN,NaN,NaN,NaN
1659355200,NaN,NaN,NaN,NaN,NaN,NaN
1659358800,NaN,NaN,NaN,NaN,NaN,NaN
1659362400,NaN,NaN,NaN,NaN,NaN,NaN
1659366000,NaN,NaN,NaN,NaN,NaN,NaN
1659369600,NaN,NaN,NaN,NaN,NaN,NaN
1659373200,NaN,NaN,NaN,NaN,NaN,NaN
1659376800,NaN,NaN,NaN,NaN,NaN,NaN
1659380400,NaN,NaN,NaN,NaN,NaN,NaN
1659384000,NaN,NaN,NaN,NaN,NaN,NaN
1659387600,NaN,NaN,NaN,NaN,NaN,NaN
1659391200,NaN,NaN,NaN,NaN,NaN,NaN
1659394800,NaN,NaN,NaN,NaN,NaN,NaN
1659398400,NaN,NaN,NaN,NaN,NaN,NaN
1659402000,NaN,NaN,NaN,NaN,NaN,NaN
1659405600,NaN,NaN,NaN,NaN,NaN,NaN
1659409200,NaN,NaN,NaN,NaN,NaN,NaN
1659412800,NaN,NaN,NaN,NaN,NaN,NaN
1659416400,NaN,NaN,NaN,NaN,NaN,NaN
1659420000,NaN,NaN,NaN,NaN,NaN,NaN
1659423600,NaN,NaN,NaN,NaN,NaN,NaN
1659427200,NaN,NaN,NaN,NaN,NaN,NaN
1659430800,NaN,NaN,NaN,NaN,NaN,NaN
1659434400,NaN,NaN,NaN,NaN,NaN,NaN
1659438000,NaN,NaN,NaN,NaN,NaN,NaN
1659441600,NaN,NaN,NaN,NaN,NaN,NaN
1659445200,NaN,NaN,NaN,NaN,NaN,NaN
1659448800,NaN,NaN,NaN,NaN,NaN,NaN
1659452400,NaN,NaN,NaN,NaN,NaN,NaN
1659456000,NaN,NaN,NaN,NaN,NaN,NaN
1659459600,NaN,NaN,NaN,NaN,NaN,NaN
1659463200,NaN,NaN,NaN,NaN,NaN,NaN
1659466800,NaN,NaN,NaN,NaN,NaN,NaN
1659470400,NaN,NaN,NaN,NaN,NaN,NaN
1659474000,NaN,NaN,NaN,NaN,NaN,NaN
1659477600,NaN,NaN,NaN,NaN,NaN,NaN
1659481200,NaN,NaN,NaN,NaN,NaN,NaN
1659484800,NaN,NaN,NaN,NaN,NaN,NaN
1659488400,NaN,NaN,NaN,NaN,NaN,NaN
1659492000,NaN,NaN,NaN,NaN,NaN,NaN
1659495600,NaN,NaN,NaN,NaN,NaN,NaN
1659499200,NaN,NaN,NaN,NaN,NaN,NaN
1659502800,NaN,NaN,NaN,NaN,NaN,NaN
1659506400,NaN,NaN,NaN,NaN,NaN,NaN
1659510000,NaN,NaN,NaN,NaN,NaN,NaN
1659513600,NaN,NaN,NaN,NaN,NaN,NaN
1659517200,NaN,NaN,NaN,NaN,NaN,NaN
1659520800,NaN,NaN,NaN,NaN,NaN,NaN
1659524400,NaN,NaN,NaN,NaN,NaN,NaN
1659528000,NaN,NaN,NaN,NaN,NaN,NaN
1659531600,NaN,NaN,NaN,NaN,NaN,NaN
1659535200,NaN,NaN,NaN,NaN,NaN,NaN
1659538800,NaN,NaN,NaN,NaN,NaN,NaN
1659542400,NaN,NaN,NaN,NaN,NaN,NaN
1659546000,NaN,NaN,NaN,NaN,NaN,NaN
1659549600,NaN,NaN,NaN,NaN,NaN,NaN
1659553200,NaN,NaN,NaN,NaN,NaN,NaN
1659556800,NaN,NaN,NaN,NaN,NaN,NaN
1659560400,NaN,NaN,NaN,NaN,NaN,NaN
1659564000,NaN,NaN,NaN,NaN,NaN,NaN
1659567600,NaN,NaN,NaN,NaN,NaN,NaN
1659571200,2.7,1.6,93.0,0.4,0.5,81.0
1659574800,2.8,1.6,96.0,0.7,0.5,80.0
1659578400,3.1,1.8,100.0,1.1,0.4,79.0
1659582000,5.8,3.8,105.0,1.8,0.4,76.0
1659585600,7.2,4.8,108.0,2.1,0.4,72.0
1659589200,7.6,5.1,110.0,2.4,0.4,68.0
1659592800,7.7,5.1,112.0,2.8,0.4,61.0
1659596400,7.7,5.2,114.0,3.0,0.3,55.0
1659600000,7.6,5.1,115.0,3.2,0.3,48.0
1659603600,7.5,5.1,117.0,3.5,0.3,40.0
1659607200,7.5,5.1,119.0,3.7,0.2,34.0
1659610800,7.4,5.1,122.0,3.8,0.2,27.0
1659614400,8.5,5.8,121.0,3.3,0.2,32.0
1659618000,8.8,6.0,119.0,2.8,0.3,43.0
1659621600,8.1,5.5,116.0,2.1,0.3,58.0
1659625200,7.8,5.2,113.0,1.2,0.4,75.0
1659628800,7.3,4.8,112.0,0.9,0.5,83.0
1659632400,6.6,4.1,113.0,0.6,0.6,88.0
1659636000,7.0,4.0,112.0,0.4,0.6,93.0
1659639600,6.9,3.9,110.0,0.3,0.6,95.0
1659643200,7.1,3.8,107.0,0.3,0.6,95.0
1659646800,6.4,3.5,103.0,0.3,0.5,95.0
1659650400,6.1,3.3,101.0,0.3,0.4,95.0
1659654000,5.8,3.2,98.0,0.3,0.4,95.0
1659657600,7.3,4.1,101.0,0.4,0.3,92.0
1659661200,7.7,4.4,101.0,0.4,0.3,91.0
1659664800,9.3,5.3,101.0,0.6,0.2,88.0
1659668400,11.9,6.6,101.0,0.6,0.2,85.0
1659672000,12.6,6.9,102.0,0.8,0.2,82.0
1659675600,11.9,6.8,103.0,0.9,0.2,79.0
1659679200,11.7,6.7,104.0,1.0,0.2,75.0
1659682800,11.2,6.6,105.0,1.1,0.1,72.0
1659686400,10.6,6.4,106.0,1.2,0.1,68.0
1659690000,10.2,6.4,107.0,1.2,0.2,64.0
1659693600,9.7,6.2,108.0,1.2,0.4,60.0
1659697200,9.4,6.2,108.0,1.2,0.9,55.0
1659700800,9.5,6.4,109.0,1.0,1.2,52.0
1659704400,10.1,6.9,109.0,0.9,1.5,59.0
1659708000,12.5,7.9,108.0,0.8,1.9,69.0
1659711600,13.1,7.7,107.0,0.6,2.2,81.0
1659715200,12.2,6.9,104.0,0.4,1.9,86.0
1659718800,11.2,6.2,101.0,0.3,1.4,90.0
1659722400,10.7,6.0,98.0,0.2,0.9,93.0
1659726000,10.2,5.8,99.0,0.2,0.7,94.0
1659729600,10.0,5.8,100.0,0.2,0.6,93.0
1659733200,9.7,5.7,102.0,0.2,0.6,93.0
1659736800,9.7,5.7,101.0,0.2,0.5,94.0
1659740400,9.0,5.4,98.0,0.2,0.4,95.0
1659744000,8.4,5.0,93.0,0.3,0.3,93.0
1659747600,8.6,5.2,93.0,0.4,0.3,91.0
1659751200,8.4,5.3,93.0,0.6,0.3,88.0
1659754800,8.2,5.2,93.0,0.9,0.3,84.0
1659758400,7.8,5.1,93.0,0.9,0.2,80.0
1659762000,7.5,5.0,94.0,1.0,0.2,74.0
1659765600,6.9,4.6,96.0,0.9,0.3,69.0
1659769200,6.8,4.6,99.0,0.9,0.7,67.0
1659772800,7.7,5.2,103.0,0.7,1.2,67.0
1659776400,8.7,5.8,107.0,0.6,1.7,66.0
1659780000,9.3,6.2,109.0,0.6,1.9,64.0
1659783600,9.7,6.5,110.0,0.8,1.9,61.0
1659787200,10.0,6.7,112.0,0.8,1.9,61.0
1659790800,10.2,6.8,112.0,0.7,1.9,62.0
1659794400,10.7,6.9,112.0,0.6,1.8,63.0
1659798000,10.3,6.6,111.0,0.6,1.5,67.0
1659801600,9.7,6.0,107.0,0.4,1.3,73.0
1659805200,9.0,5.4,102.0,0.3,1.0,80.0
1659808800,8.6,5.1,96.0,0.2,0.6,87.0
1659812400,8.4,5.0,94.0,0.2,0.5,88.0
1659816000,7.8,4.7,94.0,0.2,0.4,87.0
1659819600,7.0,4.3,93.0,0.2,0.3,86.0
1659823200,6.7,4.0,92.0,0.2,0.3,87.0
1659826800,6.4,3.8,90.0,0.2,0.2,87.0
1659830400,5.2,3.0,85.0,0.3,0.2,90.0
1659834000,5.3,3.1,84.0,0.4,0.2,87.0
1659837600,5.1,3.2,83.0,0.6,0.2,84.0
1659841200,5.3,3.4,83.0,0.9,0.2,78.0
1659844800,5.5,3.6,84.0,0.8,0.3,73.0
1659848400,5.5,3.7,86.0,0.6,0.4,67.0
1659852000,5.3,3.6,89.0,0.5,0.6,61.0
1659855600,5.3,3.6,91.0,0.5,0.8,59.0
1659859200,5.4,3.7,92.0,0.6,0.9,58.0
1659862800,5.6,3.8,94.0,0.6,1.1,57.0
1659866400,5.7,3.9,95.0,0.6,1.3,55.0
1659870000,5.8,3.9,96.0,0.8,1.5,53.0
1659873600,5.9,4.0,98.0,0.8,1.9,55.0
1659877200,6.1,4.1,98.0,0.8,1.9,58.0
1659880800,6.4,4.3,98.0,0.6,1.9,61.0
1659884400,6.1,4.1,97.0,0.6,1.8,67.0
1659888000,5.8,3.8,95.0,0.4,1.5,71.0
1659891600,5.3,3.5,92.0,0.3,1.2,76.0
1659895200,5.1,3.2,88.0,0.2,0.9,81.0
1659898800,4.9,3.0,86.0,0.2,0.7,84.0
1659902400,4.8,2.9,83.0,0.2,0.6,85.0
1659906000,4.6,2.7,81.0,0.2,0.4,87.0
1659909600,4.3,2.5,80.0,0.2,0.4,88.0
1659913200,4.2,2.4,80.0,0.2,0.3,89.0
1659916800,3.8,2.2,83.0,0.3,0.3,89.0
1659920400,3.8,2.2,84.0,0.4,0.3,86.0
1659924000,3.6,2.2,85.0,0.7,0.3,82.0
1659927600,3.8,2.4,87.0,0.9,0.3,76.0
1659931200,4.2,2.7,89.0,0.9,0.3,71.0
1659934800,4.5,3.0,92.0,0.7,0.4,65.0
1659938400,4.4,3.1,95.0,0.6,0.6,58.0
1659942000,4.4,3.1,97.0,0.6,0.6,54.0
1659945600,4.4,3.1,99.0,0.6,0.8,52.0
1659949200,4.4,3.1,101.0,0.6,0.9,49.0
1659952800,4.4,3.1,102.0,0.7,1.0,47.0
1659956400,4.5,3.1,102.0,0.7,1.0,45.0
1659960000,4.5,3.1,104.0,0.6,1.2,46.0
1659963600,4.7,3.3,105.0,0.6,1.2,48.0
1659967200,4.9,3.3,106.0,0.6,1.3,52.0
1659970800,4.5,3.0,105.0,0.5,1.3,57.0
1659974400,4.1,2.7,102.0,0.4,1.1,62.0
1659978000,3.8,2.4,97.0,0.3,0.9,67.0
1659981600,3.8,2.3,92.0,0.2,0.6,73.0
1659985200,4.0,2.4,90.0,0.2,0.5,75.0
1659988800,4.3,2.5,89.0,0.2,0.4,75.0
1659992400,4.3,2.6,88.0,0.2,0.3,76.0
1659996000,4.4,2.6,86.0,0.2,0.3,77.0
1659999600,4.2,2.5,84.0,0.2,0.3,78.0
1660003200,3.3,1.9,78.0,0.2,0.2,81.0
1660006800,3.3,1.9,78.0,0.6,0.2,79.0
1660010400,3.2,1.8,79.0,1.1,0.2,76.0
1660014000,3.1,1.9,80.0,1.6,0.2,72.0
1660017600,3.2,2.0,82.0,1.6,0.2,69.0
1660021200,3.3,2.1,85.0,1.5,0.2,66.0
1660024800,3.4,2.1,88.0,1.2,0.2,62.0
1660028400,3.3,2.1,90.0,1.0,0.4,59.0
1660032000,3.0,1.9,93.0,0.9,0.6,56.0
1660035600,3.0,1.9,95.0,0.7,0.9,53.0
1660039200,3.1,2.0,96.0,0.8,1.1,51.0
1660042800,3.2,2.1,97.0,0.9,1.2,49.0
1660046400,3.6,2.3,98.0,0.8,1.4,51.0
1660050000,3.9,2.5,97.0,0.8,1.3,54.0
1660053600,4.2,2.6,95.0,0.6,1.2,57.0
1660057200,4.4,2.7,92.0,0.5,1.0,63.0
1660060800,4.6,2.7,89.0,0.4,0.8,67.0
1660064400,4.9,2.9,87.0,0.2,0.6,72.0
1660068000,5.0,3.0,83.0,0.2,0.4,77.0
1660071600,4.9,2.9,81.0,0.2,0.3,80.0
1660075200,4.9,2.9,79.0,0.2,0.3,81.0
1660078800,5.1,3.0,77.0,0.2,0.2,83.0
1660082400,5.5,3.2,76.0,0.2,0.2,84.0
1660086000,5.6,3.3,75.0,0.2,0.2,84.0
1660089600,5.4,3.1,76.0,0.3,0.2,81.0
1660093200,5.6,3.3,77.0,0.4,0.2,79.0
1660096800,5.7,3.4,79.0,0.6,0.2,75.0
1660100400,6.5,4.0,82.0,0.7,0.1,70.0
1660104000,9.5,5.8,85.0,0.8,0.1,65.0
1660107600,8.5,5.4,87.0,0.9,0.1,59.0
1660111200,7.4,4.9,91.0,0.9,0.2,53.0
1660114800,6.7,4.4,93.0,0.9,0.6,52.0
1660118400,5.9,3.9,95.0,0.8,0.9,52.0
1660122000,5.8,3.9,97.0,0.6,1.4,52.0
1660125600,6.1,4.0,98.0,0.6,1.6,51.0
1660129200,6.3,4.2,98.0,0.7,1.7,50.0
1660132800,6.8,4.5,100.0,0.8,2.0,51.0
1660136400,7.3,4.8,99.0,0.6,1.9,54.0
1660140000,8.0,5.0,97.0,0.6,1.9,58.0
1660143600,7.8,4.8,94.0,0.4,1.6,63.0
1660147200,7.4,4.5,91.0,0.3,1.4,66.0
1660150800,6.8,4.0,88.0,0.2,1.1,68.0
1660154400,6.3,3.7,85.0,0.2,0.8,71.0
1660158000,5.9,3.4,84.0,0.2,0.6,72.0
1660161600,5.6,3.2,83.0,0.2,0.4,72.0
1660165200,5.3,3.0,82.0,0.2,0.3,72.0
1660168800,5.2,2.9,82.0,0.2,0.3,73.0
1660172400,5.1,2.9,82.0,0.2,0.2,74.0
1660176000,3.6,2.0,94.0,0.3,0.2,74.0
1660179600,3.6,2.0,94.0,0.4,0.2,73.0
1660183200,3.5,2.0,93.0,0.6,0.2,71.0
1660186800,3.5,2.1,93.0,0.8,0.2,67.0
1660190400,4.3,2.6,93.0,0.9,0.2,63.0
1660194000,4.4,2.8,93.0,0.9,0.2,59.0
1660197600,4.4,2.8,94.0,1.0,0.2,54.0
1660201200,4.2,2.7,95.0,0.9,0.2,51.0
1660204800,4.0,2.6,96.0,0.8,0.3,48.0
1660208400,3.8,2.4,97.0,0.7,0.5,46.0
1660212000,3.6,2.3,97.0,0.7,0.8,45.0
1660215600,3.6,2.3,97.0,0.7,1.1,44.0
1660219200,3.6,2.3,97.0,0.8,1.8,48.0
1660222800,3.8,2.4,97.0,0.7,1.9,53.0
1660226400,4.1,2.5,97.0,0.6,2.0,59.0
1660230000,4.0,2.4,97.0,0.4,1.9,67.0
1660233600,3.6,2.2,96.0,0.3,1.6,69.0
1660237200,3.5,2.1,95.0,0.2,1.2,71.0
1660240800,3.4,2.1,93.0,0.2,0.7,72.0
1660244400,3.3,2.0,92.0,0.1,0.6,74.0
1660248000,3.2,1.9,91.0,0.1,0.4,76.0
1660251600,3.0,1.8,90.0,0.2,0.4,79.0
1660255200,2.8,1.7,89.0,0.2,0.3,83.0
1660258800,2.7,1.6,88.0,0.2,0.2,88.0
1660262400,2.8,1.7,87.0,0.3,0.2,94.0
1660266000,2.7,1.6,86.0,0.4,0.2,92.0
1660269600,2.6,1.6,85.0,0.6,0.2,90.0
1660273200,2.4,1.5,85.0,0.7,0.2,86.0
1660276800,2.5,1.5,86.0,0.7,0.2,82.0
1660280400,3.2,2.0,88.0,0.6,0.2,78.0
1660284000,3.9,2.5,91.0,0.6,0.2,72.0
1660287600,4.1,2.6,92.0,0.6,0.2,67.0
1660291200,3.9,2.5,93.0,0.6,0.2,61.0
1660294800,3.6,2.3,94.0,0.6,0.3,54.0
1660298400,3.3,2.1,95.0,0.6,0.5,49.0
1660302000,3.1,2.0,95.0,0.6,0.7,45.0
1660305600,3.3,2.1,97.0,0.9,0.8,42.0
1660309200,3.3,2.1,97.0,0.8,1.0,47.0
1660312800,3.3,2.1,97.0,0.7,1.3,53.0
1660316400,3.1,1.9,97.0,0.6,1.5,63.0
1660320000,3.0,1.8,96.0,0.4,1.4,70.0
1660323600,3.0,1.8,93.0,0.3,1.1,78.0
1660327200,3.2,1.9,91.0,0.2,0.8,86.0
1660330800,3.2,2.0,90.0,0.2,0.7,90.0
1660334400,3.4,2.1,89.0,0.2,0.6,92.0
1660338000,3.3,2.0,89.0,0.2,0.6,94.0
1660341600,3.3,2.0,88.0,0.2,0.4,96.0
1660345200,3.3,2.1,87.0,0.2,0.4,97.0
1660348800,3.8,2.4,84.0,0.3,0.4,95.0
1660352400,4.1,2.5,88.0,0.4,0.5,95.0
1660356000,7.8,3.4,94.0,0.6,0.6,95.0
1660359600,10.1,4.5,100.0,0.7,0.6,93.0
1660363200,7.7,4.0,100.0,0.7,0.6,88.0
1660366800,4.5,2.8,98.0,0.7,0.4,80.0
1660370400,3.4,2.1,95.0,0.7,0.2,71.0
1660374000,3.2,1.9,95.0,0.8,0.2,66.0
1660377600,3.3,2.1,94.0,0.8,0.2,61.0
1660381200,3.6,2.3,95.0,0.9,0.2,55.0
1660384800,4.0,2.5,96.0,1.0,0.2,51.0
1660388400,4.3,2.8,97.0,1.2,0.2,47.0
1660392000,3.9,2.5,99.0,1.0,0.4,47.0
1660395600,4.2,2.7,99.0,0.9,0.8,51.0
1660399200,4.0,2.4,99.0,0.8,1.1,56.0
1660402800,4.0,2.3,99.0,0.6,1.5,63.0
1660406400,4.2,2.3,99.0,0.5,1.5,69.0
1660410000,4.6,2.4,100.0,0.3,1.4,75.0
1660413600,5.5,2.7,101.0,0.2,1.1,82.0
1660417200,5.3,2.8,101.0,0.2,1.0,84.0
1660420800,4.9,2.7,102.0,0.2,0.8,84.0
1660424400,4.4,2.5,102.0,0.3,0.6,84.0
1660428000,4.4,2.6,102.0,0.3,0.4,84.0
1660431600,6.9,4.2,103.0,0.4,0.3,84.0
1660435200,7.4,4.5,96.0,0.4,0.3,85.0
1660438800,6.8,4.2,98.0,0.6,0.3,85.0
1660442400,7.0,4.3,102.0,0.9,0.3,85.0
1660446000,7.7,4.7,105.0,1.1,0.3,83.0
1660449600,7.5,4.8,105.0,1.0,0.2,80.0
1660453200,7.6,5.0,104.0,0.9,0.2,76.0
1660456800,7.3,5.0,102.0,0.8,0.1,70.0
1660460400,7.5,5.1,101.0,0.8,0.1,66.0
1660464000,7.5,5.1,101.0,0.9,0.1,62.0
1660467600,7.5,5.2,101.0,0.9,0.1,58.0
1660471200,7.5,5.1,101.0,1.0,0.1,55.0
1660474800,7.6,5.2,102.0,1.1,0.1,52.0
1660478400,7.5,5.2,106.0,1.5,0.1,49.0
1660482000,7.7,5.2,105.0,1.2,0.1,54.0
1660485600,7.3,4.8,104.0,0.9,0.1,62.0
1660489200,7.6,4.8,105.0,0.6,0.2,73.0
1660492800,8.1,4.8,110.0,0.4,0.2,83.0
1660496400,7.8,4.7,116.0,0.3,0.3,93.0
1660500000,6.8,4.4,123.0,0.3,0.3,104.0
1660503600,6.5,4.3,124.0,0.3,0.3,106.0
1660507200,13.0,8.8,122.0,0.3,0.3,106.0
1660510800,7.6,5.2,120.0,0.4,0.2,104.0
1660514400,7.1,4.8,119.0,0.4,0.2,103.0
1660518000,6.6,4.1,117.0,0.4,0.2,102.0
1660521600,9.0,5.6,107.0,0.6,0.2,105.0
1660525200,9.6,5.5,108.0,0.9,0.2,100.0
1660528800,9.2,5.4,110.0,1.2,0.3,94.0
1660532400,8.4,5.4,111.0,1.5,0.4,87.0
1660536000,7.8,5.4,110.0,1.5,0.3,85.0
1660539600,8.1,5.7,109.0,1.1,0.2,85.0
1660543200,7.4,5.2,107.0,0.9,0.1,83.0
1660546800,6.9,4.8,107.0,0.9,0.1,78.0
1660550400,6.9,4.9,108.0,1.0,0.1,70.0
1660554000,7.0,4.9,109.0,1.2,0.1,61.0
1660557600,7.0,4.9,110.0,1.4,0.1,55.0
1660561200,7.0,5.0,111.0,1.4,0.1,49.0
1660564800,6.7,4.7,113.0,1.5,0.2,49.0
1660568400,6.9,4.9,113.0,1.4,0.2,53.0
1660572000,6.7,4.8,114.0,1.2,0.3,59.0
1660575600,6.7,4.7,114.0,0.9,0.3,67.0
1660579200,7.0,4.9,114.0,0.8,0.3,73.0
1660582800,7.3,5.1,113.0,0.6,0.3,80.0
1660586400,6.6,4.7,112.0,0.3,0.2,87.0
1660590000,6.5,4.5,111.0,0.3,0.2,90.0
1660593600,6.0,4.2,110.0,0.3,0.2,93.0
1660597200,5.2,3.6,108.0,0.3,0.2,94.0
1660600800,5.6,3.9,107.0,0.4,0.2,94.0
1660604400,5.8,4.0,106.0,0.4,0.2,93.0
1660608000,6.3,4.3,99.0,0.5,0.2,95.0
1660611600,6.5,4.5,99.0,0.9,0.2,89.0
1660615200,6.5,4.5,99.0,1.4,0.2,81.0
1660618800,6.7,4.6,99.0,1.9,0.2,73.0
1660622400,7.3,5.1,99.0,2.0,0.2,71.0
1660626000,7.8,5.4,100.0,1.9,0.1,71.0
1660629600,7.2,5.1,102.0,1.8,0.1,71.0
1660633200,7.1,5.0,105.0,1.9,0.1,69.0
1660636800,6.7,4.7,108.0,2.0,0.1,66.0
1660640400,6.4,4.5,112.0,2.2,0.1,61.0
1660644000,6.0,4.2,114.0,2.2,0.1,56.0
1660647600,5.5,3.9,116.0,2.3,0.1,51.0
1660651200,4.5,3.2,130.0,1.3,0.1,70.0
1660654800,4.1,2.9,133.0,1.2,0.1,72.0
1660658400,3.7,2.6,137.0,1.1,0.2,74.0
1660662000,3.0,2.1,143.0,1.0,0.2,79.0
1660665600,2.6,1.8,147.0,0.9,0.2,86.0
1660669200,2.5,1.8,151.0,0.6,0.2,95.0
1660672800,2.6,1.8,155.0,0.4,0.2,103.0
1660676400,2.7,1.9,155.0,0.4,0.2,103.0
1660680000,3.1,2.2,153.0,0.5,0.2,99.0
1660683600,3.2,2.2,151.0,0.6,0.1,95.0
1660687200,3.0,2.1,152.0,0.6,0.2,96.0
1660690800,2.9,2.0,155.0,0.6,0.2,97.0
1660694400,4.0,2.8,147.0,0.7,0.2,92.0
1660698000,4.0,2.8,148.0,0.9,0.2,88.0
1660701600,4.0,2.8,149.0,1.1,0.2,81.0
1660705200,3.9,2.7,150.0,1.5,0.2,74.0
1660708800,3.7,2.6,150.0,1.5,0.3,71.0
1660712400,4.0,2.8,151.0,1.6,0.4,69.0
1660716000,4.2,3.0,151.0,1.7,0.6,66.0
1660719600,4.2,2.9,151.0,1.8,0.6,64.0
1660723200,3.8,2.7,152.0,1.8,0.6,62.0
1660726800,3.4,2.4,151.0,1.8,0.5,60.0
1660730400,3.2,2.3,149.0,1.8,0.5,59.0
1660734000,3.1,2.2,147.0,1.7,0.4,57.0
1660737600,3.1,2.2,151.0,2.1,0.6,54.0
1660741200,3.2,2.2,148.0,1.9,0.8,56.0
1660744800,3.2,2.3,143.0,1.6,0.9,60.0
1660748400,3.0,2.1,138.0,1.2,1.0,65.0
1660752000,2.8,1.9,136.0,1.0,0.9,69.0
1660755600,2.8,1.9,134.0,0.8,0.7,73.0
1660759200,3.0,2.1,131.0,0.5,0.4,77.0
1660762800,3.1,2.2,127.0,0.4,0.3,77.0
1660766400,3.2,2.2,122.0,0.4,0.3,76.0
1660770000,3.5,2.4,116.0,0.4,0.2,75.0
1660773600,3.4,2.4,113.0,0.4,0.2,75.0
1660777200,3.4,2.3,110.0,0.4,0.3,76.0
1660780800,4.8,3.3,93.0,0.8,0.4,73.0
1660784400,4.8,3.3,94.0,1.0,0.4,71.0
1660788000,5.2,3.6,95.0,1.5,0.4,69.0
1660791600,5.2,3.6,97.0,2.1,0.4,65.0
1660795200,5.3,3.7,99.0,2.5,0.4,62.0
